SpeechID	Date	CleanText	Related	Frequency	size
VSJB2082020199_part9	2020-08-20	injustice that has grown up in america economic injustice racial injustice environmental injustice.i hear their voices and if you listen you can hear them too and whether it's the existential threat posed by climate change the daily fear of being gunned down in school or the inability to get started in their first job it will be the work of the next president to restore the promise of america to everyone.i won't have to do it alone because i will have a great vice president at my side senator kamala harris she is a powerful voice for this nation her story is the american story she knows about all the obstacles thrown in the way of so many in our country women black women black americans south asian americans immigrants the left out and left behind.but she's overcome every obstacle she's ever faced no one's been tougher on the big banks or the gun lobby no one's been tougher in calling out this current administration for its extremism its failure to follow the law and its failure to simply tell the truth.kamala and i both draw strength from our families for kamala it's doug and their families.for me it's jill and ours.no man deserves one great love in his life but i've known two after losing my first wife in a car accident jill came into my life and put our family back together.she's an educator a mom a military mom and an unstoppable force if she puts her mind	0	0	1.0
CSPANJB318202083_part3	2020-08-31	order an incumbent president who fails in the basic duty of the job that is to advance the truth that all of us know we are all born with the right to life liberty and the pursuit of happiness that is right all of us the moms and dads in scranton where i grew up who have worked and script for everything they have ever gotten in life the autoworker in michigan who makes who stomachs the best in the world the single mom in ohio making a single mom in ohio working three jobs to stay afloat who will do anything for her child retired veteran in florida who gave everything he had to this country and now just wants us to honor the promises made to him the lord taylor salesperson who just lost their job a store closing after 194 years nurses and doctors in wisconsin who have seen so much sickness and death and they wonder how much more can they take but still they muster up the courage to take their of those in this take care of those patients in this pandemic while risking their own lives researchers in minnesota who woke up this morning determined to find a breakthrough in treating cancer they will do the same thing tomorrow and the day after and the day after because she will never give up white black latino asian american native americans everybody i am in this campaign for you no matter your color zip	1	1	1.58
CSPANJB182202049_part1	2020-02-18	thank you very much gary gary and my family and i have become good friends we have had the most diverse cabinet in american history i think we had the best cabinet in american history i listened to you when you spoke i was astounded you asked your husband to marry you i just want you to know i had to ask my wife jill five times to marry me not a joke five times finally i said and you will appreciate this because we are all from immigrant paths my mother would say they got my irish up i came back from south africa trying to see no sin mandala and getting arrested for trying to see him on robyn island when i came back the first thing i did i landed in philadelphia i went back to her apartment in wilmington delaware i knocked on her door she said come on in i said i'm not coming in i said you're finally got my irish up i'm going to ask you one more time you do not have to tell me when just if we will marry me i said will you marry me she went like this ok my sister asked my sister valerie i asked her he asked her what made you change your mind i fell in love with the boys i had my two boys she said i fell in love with the boys i envy your husband notwithstanding i know what it is	0	0	1.0
CSPANJB42202044_part14	2020-02-04	consensus you should our system so we have to be able to pull the country together democrats republicans and independents some of my colleagues in the race say that i'm naive nice to know i'm naive i've been around a while i'm naive because i believe we can unify the country i refuse to accept the notion that we're going to be forever at war the republicans aren't our enemies they're opposition and we get rid of stuff like you heard here today we can do an awful lot i've done it my whole life and will do it as your president they say i don't understand this new republican party just got a taste of that new republican party i understand better than anybody i've been the object of their affection for a long time more than anyone and i wonder why they spend so much time trying to keep my from being the nominee have you ever seen another party spend as much time deciding who the other party's nominee shouldn't be i mean it's amazing isn't it i am the object of their they spent 12 million to 15 million in negative ads that most mainstream stations won't run for real i learned a couple of things vladimir putin doesn't want me to be president literally they've done tens of thousands of so called bots on you know and finally facebook came along and said we can't put them on they're not honest they've decided that they	0	0	1.0
MEJB285202071_part3	2020-05-28	in modern history wall street has gotten the help it needs main street is still waiting there is no excuse for this administration's lack of urgency or care given all that the american people are enduring right now.i oversaw implementation of the nearly 800 billion recovery act with less than 0.2 percent waste fraud and abuse that response didn't happen by magic it took sustained focus and constant pressure and personal engagement at the highest levels to make sure we were implementing the program efficiently and effectively on behalf of the american people we need that type of response right now albeit on a dramatically larger scale.donald trump should be laser focused on getting relief out as fast as possible to the people who actually need it with no favoritism and no fraud that he continues to occupy himself with self pitying tweets and dangerous conspiracy theories in the face of an ongoing world historic crisis killing thousands of americans each day and putting millions more out of work is beyond comprehension i pray that the president thinks of them	0	0	1.0
CSPANJB211201929_part11	2019-11-02	a position things are moving and folks look the fact is we're going to be competitive because of you at the end of the day it gets down to a example proposition do we get people to show up at a caucus it's more difficult than anything else because you're doing it mostly in the middle of the week you're doing it at night in a gymnasium somewhere or a school it's hard for people to get there and it's cold but we remember but i've got a little bit of a good luck charm and it's bo's birthday on february 3rd but here's the deal we're going to work like the devil to earn the support of the people of iowa and we need you because it's just this is hand to hand we've got to get people to the caucuses and i know your commitment concluding point one of the things we've learned and i know that the representative said it but it's true that in reference to putin not wanting me to be president facebook announced it there were thousands of so called bots put on the internet by the russians misrepresenting who i was they had pictures of people from iowa or pennsylvania or wherever and there's a picture of an american and below there is a text saying biden is a no good so and so he's a bad man in effect and they took them all down now why is it that vladimir putin	0	0	1.0
MEJB3102019145_part1	2019-10-03	last week the house of representatives opened an inquiry into whether the president of the united states has committed impeachable offenses its investigation will focus on evidence that donald trump attempted to extort a foreign government the government of ukraine to manufacture charges against me to go after my family and to undermine my candidacy for president that he corrupted and weaponized key agencies of government to include the national security council the justice department the state department and the office of the vice president to do his personal political bidding that he betrayed the foreign policy and national security interests of the united states in service of his re election for years trump has dismissed and excused russian aggression in ukraine including the illegal annexation of crimea and for years trump has made no secret of his desire to welcome vladimir putin back into the fold at ukraine's expense trump and his emissaries have sought repeatedly to extort the existential fears of ukraine's leaders for political advantage now we know that he may have held up political support and vitally needed aid appropriated by congress to pressure ukraine to give in to his political demands and he personally told the leader of ukraine that american foreign policy wasn't going to run through the state department it was going to run through his personal private lawyer who was demanding non existent dirt on me and the state department instead of carrying out our nation's foreign policy was enlisted to do	0	0	1.0
VSJB2612021163_part3	2021-01-26	millions of more americans to get vaccinated sooner than previously anticipated we got a long way to go though the second thing we're increasing the transparency with states cities and tribes and local partners when it comes to the vaccine supply this is something we've heard over and over again from both democrats and republicans state and local leaders that they need a plan in order to what they didn't know what they had to plan on they need to know what the order is going to be jeff had a meeting with the governors on zoom and and others and i think we're getting this coordinated in a way that there's increased cooperation and confidence but until now we've had to guess how much vaccine to expect for the next week and that's what the governors had to do how much am i getting next week this is unacceptable they you know the lives are at stake here from this week forward god willing we'll ensure that states tribes and territories will now always have a reliable three week forecast on what the supply they're going to get so they'll know three weeks ahead of time what's going to be there in the third week this is going to help make sure governors mayors and local leaders have greater certainty around supply so they can carry out their plans to vaccinate as many people as possible so we will both increase the supply in the short term by more	1	4	2.58
CSPANJB211201929_part9	2019-11-02	anybody can ask for a family meeting for real because back to my dad's and my family and so the kids called and asked for a family meeting and so i got a call from my oldest granddaughter she's hunter's oldest child and she's in her last year of law school in new york she said can we have a family meeting you and nana come down and talk and that was on a thursday we met on sunday so one of our grandchildren came down from school in new york one from school in pennsylvania one from school in washington and the both children live a mile from us they said you've got to run for president you've got to do it and they said we know it's going to be ugly we know it's going to be mean her whole life her daddy has been an attorney general or decorated general in the united states army they understand and my other grandchildren were also there i've been a vice president or a senator for their entire life and they're hardened they're sophisticated and they knew what it's like and it started off with her younger brother who's now in eighth grade and gnat's in ninth grade showing me something on the on a on the internet i'm not saying it was trump i don't know where it came from and he said pop we know it's going to be mean we know it's going to be ugly and	0	0	1.0
CSPANJB92202046_part12	2020-02-09	to make a lot of money we have over 1 600 billion tax loopholes money not collected we give people breaks for resources what are we doing what are we doing folks look this isn't the america that i was raised in being led by a president who has no empathy no compassion doesn't demonstrate a shred of decency i reading i really mean this this is not about republican democrat this is way beyond that when i saw colonel vindman being physically escorted a hero physically escorted out of the white house by guards when i saw all those people that high ranking people that testified before the house under oath and answered honestly no biden did not do anything wrong biden is an honorable man all lined up and fired as we speak read the papers today listen to the news against the advice of all of his political advisers this is venomous folks this isn't america when this president commented on those warriors in iraq who at the other end of the missile attack in iran in a senseless conflict he started diagnosed with brain injury those are just headaches he stood before them and called them losers to their face babies this is a guy who in fact embraces white supremacists when a young woman was killed down in charlottesville when those folks close your eyes remember what you saw folks walking out of feels carrying torches with veins bul ging shouting anti semitic sayings the	0	0	1.0
CSPANJB43202059_part1	2020-03-04	folks it's going to be very short and i wanted to come down and begin by thanking everyone for being here and mr mayor thank you so much for your unending support it means a lot folks look i want to thank everyone we had a great night last night and tremendous support from all across the nation with victories in texas virginia north carolina arkansas alabama tennessee oklahoma minnesota massachusetts and just this morning we won maine as well it will be a while for the final results in california but those who of you who have been knocked out this is your campaign this is your campaign look we are going to bring together all americans and we showed that last night regardless of your race or gender republicans democrats every stripe i really mean that this is what we have to do to win and unify the nation i ran in the first place to unify we welcome all those who want to join us and to build a movement and this is a movement it is a movement and we need that movement to beat donald trump and to build a future we all know is possible i'm especially proud of our campaign that is driving up voter turnout this idea that we didn't have a movement look at the results and look who is showing up this campaign the people behind me are bringing out people who have not participated it's way up way up	0	0	1.0
VSJB19122020180_part10	2020-12-19	servants at these agencies we look forward to working with you to once again carry out your department's mission with honor and integrity and to the american people yes the goals i've laid today are bold the challenges ahead are daunting but i want you to know that we can do this we must do this and we will do this we are america and there's nothing we can't do when we work together may god bless you all may god protect our troops i'll now turn it over to the team starting with our next secretary of the interior congresswoman deb haaland	0	0	1.0
CSPANJB233202066_part8	2020-03-23	looking to the federal governmenting for more help finally it's worth noting that today is the 10th anniversary of the signing of the affordable care act i'm proud of the role i played alongside president obama backing him up to bring obamacare into the law making the law it's now law and i'm proud of the record that's achieved but also today in the middle of one of the largest public health emergencies in generations the white house and republican attorneys general are actively pursuing a lawsuit to invalidate the aca in court they're working to strip millions of americans of their healthcare and tens of millions of their protections for pre existing conditions i sent a letter this morning with a simple request withdraw the lawsuit please end this effort to take away people's healthcare this is not the moment to add additional uncertainty and fear in this nation or to let politics trump doing what's right give americans peace of mind that's what they're looking for help you know in crisis character is revealed and each day we're seeing the courage and the heart of americans shine through our military our first responders our doctors nurses healthcare workers of course they're doing an incredible job but also those we don't talk about much the grocery store worker stocking the shelf the mail package carriers the workers manufacturing gear we need to keep delivery trucks on the road cooking meals to deliver tendering to our elderly loved ones the	0	0	1.0
CSPANDT219202067_part37	2020-09-21	know they got nothing they got nothing i kept my promise recognized the true capital of israel and opened the american embassy in jerusalem every president for many many decades said they were going to do it they never did it they never did it they didn't have the guts to do it they campaigned on it they're all going to do it then they got there there was a lot of pressure put on a lot of pressure put on me every leader was calling all over the please don't do it please don't do it mr president please don't do it don't do it don't move it it's not just leave it the way it is it's okay but i promise and i said i'm going to do it and then i got calls from the biggest people in the world kings i got calls from presidents from prime minister's please please don't toe then i got calls please have him call me back me i said look tell everybody i'm out for three days i'm not gonna be able to call them back i had a news conference we announced it then i called everybody back hey how you doing how's everything going everything going good yeah i want to talk to you about israel but it's too late you already did it and we did it and we got it done and nobody else got it done and it's something we had to do i also	0	0	1.0
VSDT2482020414_part7	2020-08-24	dr hahn i want to thank him alex azar i want to thank him they've come with things and done things that have never been done in terms of speed and frankly in terms of quality if you look at it what we're doing and what we're coming up with drug companies are coming up with vaccines that are i've seen some results already it's going to be very very soon they're in stage i trials it's unheard of we wouldn't be there for two years if this were a more normal situation so i just want to thank everybody for being here and again i felt an obligation to come to north carolina it's been a place that's been very good to me you know we won a lot of victories here i haven't been doing this that long but i won every chance i had in north carolina i even stole a great chief of staff mark meadows right i stole him from north carolina and he left congress as a very popular guy could have been there for a long time if he wanted and he came in and by the way you have a fantastic young gentleman going to take his place he's a fantastic young guy and he's going to be a real star in the party he's going to be a real star in the party so i just want to thank everybody from north carolina and i do want to show a little	1	1	1.58
VSDT2522019523_part6	2019-02-25	them back but now they're coming back and very very rapidly get these sidelined workers back into the labor force last year my administration created the council for american worker and launched the pledge of america's workers where we've gained commitments from private sector leaders to hire and train more than 6.5 million americans think of it 6.5 million and these are jobs that for the most part would not have happened i was also proud to sign a modernized perkins vocational and technical education act into law we believe two simple rules buy american and hire american it used to be a terrible thing when you said america first people said all sorts of things it's terrible it's a horror it's america first it's make america great again applause it's whatever you want to call it but that's the way it is i mean you know very well and some can't say and some can say proudly but we would focus so much on other countries it was almost like we put those not almost we put those countries ahead of ours we actually took those countries and put them ahead of ours we can't do it and we're going to help other countries that we have great relationships but we can't do that anymore it's america first today we also will discuss the bold action we took to address economic inequality by establishing opportunity zones as part of our historic tax cuts it's incredible what's going on i	0	0	1.0
VSDT2482020414_part36	2020-08-24	horrible thing that was delivered by china and it was by china and we're never going to forget it and i let them know we're never going to forget what they did because you know what we're going to do great economics best year in the history of your state but we're going to do better economically than we did last year but we can never forget the 175,000 people which will go up remember this though we saved millions because if we didn't move and if i didn't put the ban on highly heavily infected people coming to our nation from china that everybody told me not to do months later they were saying we shouldn't and then they all either apologized or admitted it was right and europe i did europe too very early if we didn't do that our numbers would be at a level like you wouldn't believe so i just want to thank everybody for this incredible support be very very careful this is going to be and i really believe this this is the most important election in the history of our country don't let them take it away from you don't let them take it away north carolina we love you that's why i'm here thank you very much very special people thank you god bless you all thank you	0	0	1.0
CSPANDT1210202077_part18	2020-10-12	great guy great great couple great great couple smart brilliant sit down please really just a group of people those people are great and he surrounds himself with incredible people with the exception of gates matt gates you talk about a warrior right ron what you think matt gates is a great man great gentleman what a future he has i do know about swapping but i think i might thank you matt thank you both for being here i appreciate it john rutherford john thank you john mike thank you thank you nice couple gus congressional candidate somebody who's supposed to be potentially a superstar we have heard that a lot sometimes it works out it's going to an his case scott franklin scott the look got to hear good things got going well how's he doug ronnie's doug good ron says you doug good thank you scott very much kimberly where is kimberly thank you i watched you coming and speaking i said that is a lot to follow kimberly is great i want to thank kimberly finally were joined by a group of amazing supporters recently walked away from the democrats i will be voting for us we have a lot of them a lot of them in a lot and law enforcement in democrats they left their party and other cases they just did not know their voting for trent this is where you doug that they said we have no choice you are right you	0	0	1.0
CSPANDT259202072_part13	2020-09-25	it biden supported the twin disasters of china's entry into the world trade organization that eliminated one in four manufacturing jobs held by black americans joe biden's globalist agenda closed down factories in baltimore and sent them just see what happened all these factors always jobs all these jobs sent them to beijing he shuddered shuttered the plans in michigan and sent them to mexico one of the stupidest deals i have ever seen in my life with the new u.s mexico and a limit creating hundreds of thousands of new jobs we got it done and pretty quicktime to revitalize neglected communities created nearly 9000 opportunities zones tim scott south carolina you know tim scott senator tim scott from south carolina came to my office came to the oval office and he had this idea and i said it sounds good and we got it done and people were surprised we could get it done and it's turned out to be incredible investment put into these neighborhoods which will create an estimated 500,000 jobs and lift 1 million americans out of poverty when the china virus struck we raced to ensure black americans have the medical care and financial support they needed to do the paycheck protection program which is a big deal we helped save over 200,000 black owned small businesses a lot of small businesses it is incredible the black community has tremendous talent in terms of those businesses and small businesses we saved at least 200,000	0	0	1.0
CSPANDT2810202099_part13	2020-10-28	to teach in school we don't want to teach that in school we ended that families have private tutors they want to take away your guns second amendment second amendment is so under siege but we are going to keep your second amendment nothing will be changed i don't see the people of arizona or nevada don't worry i just left nevada by the way i'll be back there very soon they all have armed guards we have to tell these people from now on no more armed guards let's out law the guards how about nancy pelosi she goes to san francisco she wants to get her beautiful hair redone in she ends up with a total trump supporter as the owner of the beauty parlor i like that woman i'm going to go and have my hair done by that woman she was great with your vote it is windy i think it is from the f35 we just saw you can stand the wealthy liberal hypocrites they will never forget under biden's cruel and senseless lockdown have americans will die from suicide drugs medical care so many different things it cannot be worse than the problem itself arizona but nevada get your governor to open up your state please get them to open your stay up that get them to open get them to open it up if you vote for biden your kids will not be in school he wants to shut it down he said	0	0	1.0
CSPANDT31202028_part12	2020-01-03	let's go out let's do something hey don let's go out let's do something now they say mr president and i say call me donald and they say i can't it's nice thing it's respecter the office it is respect for the office but it is much more boring judges who will uphold the constitution so one of these friends came to me and he said it is the first person he said i would like to be a judge and i said good i love the idea you are a great lawyer what a great idea i will make him a judge i got all of these because of president obama at we have a hundred 42 slots it never happened before the most anybody is ever had was like one maybe none it is like gold it is never happened before i sent how may slots try have they said how many i said how many slots do i have it is because of president obama i don't know what happened but i had a hundred 42 i asked a bmi first day there was say the most important thing you have to do is judges and speaker justices so my first question have any slots we have i thought they would say one or none i heard we have one in alabama how many slots do we have 142 so this guy comes up to me and says i would like to be a judge i said	0	0	1.0
VSDT1212021328_part13	2021-01-12	at the end it's going to be a gravy train change the name from the caravans which i think we came up with to the gravy train because that's what they're looking for looking for the gravy this will be an unmitigated calamity for national security public safety and public health it would destroy millions and millions of jobs and claim thousands of innocent lives the policies i put into place are uniformly and strongly supported by the men and women of ice and border patrol we worked on them together just like we did on the wall we worked on the policies together because nobody knows this whole world better than the incredible people right in front of me to terminate those policies is knowingly to put america in really serious danger and to override the great career experts that have worked so hard those from dhs at this very moment smugglers and coyotes are preparing to surge the border if our policies are loosened or removed i mean they're literally waiting big big groups of people some of them very unsavory i might add this is an entirely preventable tragedy it's waiting to happen the safety of our nation must come before politics we have many disagreements in the country but we should all agree the urgent need to secure our borders protect our homeland and allow law enforcement to fulfill its mission without political interference ice and border patrol agents swore a sacred oath to uphold the	0	0	1.0
VSDT1482020417	2020-08-14	so, i'm going to new york now. i'm going into manhattan, into the , a certain area that's a little bit private, to put it mildly. and we'll see you there. i don't know who's going, but we'll see you there. we'll then be coming out here. we're being honored by the police, by new york city's finest, tonight. and they'll be doing an endorsement, so we're very honored by that. and we will see you probably later. do you have any questions?	0	0	1.0
VSDT262019492_part3	2019-06-02	decide the fate of the republic so true he did not hesitate he did not doubt he did not falter his faith was strong and his unwavering in patriotism like nobody else and he had great patriotism for this country and for countrymen that's a was quite a legacy and quite a statement from another great man the patriotism of president lincoln has lived on in every subsequent generation that has risen to the call of destiny andthe demands of duty this week we are commemorating another moment when our nation and the entire world was tested at the highest level the 75th anniversary of d day right after this event melania and i will board air force one and travel to the united kingdom and then to normandy france on that precious soil we will honor the more than 150,000 allied troops who landed on d day and the millions more who fought in the second world war as one people america came together to pledge our resolve to protect the sacred rights and freedoms that these immortal patriots gave their very lives to secure we will never forget america's heroes never ever ever our duty and the duty of every patriot is to pass on the inheritance of liberty and justice that is the cherished birthright of all americans thank you again to ford's theatre and everyone here tonight god bless you and god bless america thank you very much for being here thank you applause thank you	0	0	1.0
CSPANDT282202040_part28	2020-02-28	we have launched new initiatives combating kidney disease which is a big deal kidney disease is so tough people die from so much work overwork it is crazy in theory they could go for a long time but dialysis and all the stuff they have to do we have made it easier and it is such an honor to be involved also alzheimer's disease we are making strides it is a great thing we are pursuing new advances in neonatal research to care for america's youngest patients and breaking all records in so doing virtually every democrat candidate declared their unlimited support for extreme late term abortion ripping babies straight from the mother's womb right up until the moment of birth that is why i asked congress to prohibit late term abortion of babies because republicans believe every child is a sacred gift of god the democrat party is a party of high taxes high crime open borders late term abortions socialism blatant corruption and total obliteration of your second amendment the republican party is the party of the american worker the american family the american dream and of course the late great abraham lincoln republicans are fighting citizens from every background every community and every walk of life we are the party of boundless optimism excitement energy and enthusiasm we are a big party we are the party of big ideas for the future this is where it is this is where it is this is not the old	0	0	1.0
VSDT1912021325_part7	2021-01-19	launched the first new branch of the united states armed forces in 75 years the space force and last spring i stood at kennedy space center in florida and watched as american astronauts returned to space on american rockets for the first time in many many years we revitalized our alliances and rallied the nations of the world to stand up to china like never before we obliterated the isis caliphate and ended the wretched life of its founder and leader al baghdadi we stood up to the oppressive iranian regime and killed the world's top terrorist iranian butcher qasem soleimani we recognized jerusalem as the capital of israel and recognized israeli sovereignty over the golan heights as a result of our bold diplomacy and principled realism we achieved a series of historic peace deals in the middle east nobody believed it could happen the abraham accords opened the doors to a future of peace and harmony not violence and bloodshed it is the dawn of a new middle east and we are bringing our soldiers home i am especially proud to be the first president in decades who has started no new wars above all we have reasserted the sacred idea that in america the government answers to the people our guiding light our north star our unwavering conviction has been that we are here to serve the noble everyday citizens of america our allegiance is not to the special interests corporations or global entities it's to our children	0	0	1.0
VSDT1362020132_part11	2020-06-13	unrelated going to be my birthday also laughter i don't know if that happened by accident did that happen by accident please but it's a great day because of that army birthday and as you know the army's first commander in chief general george washington called the fort that stood on this majestic point the most important post in america its strategic location on the hudson river was vital to our war for independence if british ships gained control of this river they would have divided our young nation in two so american soldiers stretched a massive metal chain across the waters of the hudson from west point all the way to constitution island i saw a piece of that chain it's incredible no enemy ship even dared try to cross every link in that great chain was formed from over 100 pounds of pure american iron mined from american soil and made with american pride together those links formed an unbreakable line of defense standing here before you more than two centuries later it is clearer than ever that general washington's words still hold true west point is still the indispensable post for america the vital ground that must not lose and the survival of our nation still depends on a great chain reaching out from this place one made not of iron but of flesh and blood of memory and spirit of sheer faith and unyielding courage today each of you becomes another link in that unbroken chain	0	0	1.0
MCDT51120204_part6	2020-11-05	margin that we've significantly exceeded so we'll see what happens with that but we're on track to do okay in arizona our goal is to defend the integrity of the election we'll not allow the corruption to steal such an important election or any election for that matter and we can't allow silence anybody to silence our voters and manufacture results i've never had i've been doing a lot of public things for a long time i've never had anything that's been as inspirational by people calling talking sending things to us i've never seen such such love and such affection and such spirit as i've seen for this people know what's happening and they see what's happening and it's before their eyes and there are many instances which will be reported very shortly there's tremendous litigation going on and this is a case where they're trying to steal an election they're trying to rig an election and we can't let that happen detroit and philadelphia known as two of the most corrupt political places anywhere in our country easily cannot be responsible for engineering the outcome of a presidential race a very important presidential race in pennsylvania democrats have gone to the state supreme court to try and ban our election observers and very strongly now we won the case but they're they're going forward they don't want anybody in there they don't want anybody watching them as they count the ballots and i can't imagine why there's absolutely	0	0	1.0
CSPANDT202202038_part21	2020-02-20	for a long time they put together a phenomenal deal it is called ufc he's the ufc president they just sold the company he started off for about 30 and they just sold it for 4 billion the people that bought it said we are not buying it unless dana white stays back and runs it come on up he's a very wealthy guy do you want to hear from him yeah that was beautiful we get tired of hearing from politicians all the time right what a job he does thank you very much you're my great friend i want to bring up a man who's going to win the election with us he has been he has been rock solid we are doing great in the state we are doing great your second amendment you like the second amendment with me they are not going to play with your second amendment not going to happen it is under siege you see what is happening he has been so great cory gardner please come on up thank you that's beautiful true with the pipeline i have been trying for a long time we will be announcing very big for the end of the year gloria is a champion for the people of colorado he loves your state he does the tractor thing he loves tractors he sells a certain type if there's any noise let the people here us he's got my complete and total support and endorsement he	0	0	1.0
CSPANDT129202058_part46	2020-09-12	the environmentalists and they cannot you know solar i like solar but solar is very expensive and it doesn't have the power to fire up our massive plants we have big plants including in this great state and you can't fire them up with this stuff you can't fire it we need the strength because we're competing against a lot of nations and they don't go through what we do they don't care about the air and they should and they should which is another problem i took you out of that crazy paris climate accord because it was a total disaster no it was a way of hurting the united states i tell you we would have had a close 20 25 of our factories in order to even it was so crazy so expensive but i took you out i was surprised people most people they appreciate what i did because you think it was easy doing that it was actually i thought it would be devastating i got one day of bad press after that everybody forgot about it it wasn't that bad but i did the right thing for our country and we want to have our great plants working we want to have our great plants fired up they said manufacturing jobs are dead right sleepy joe said i'm going to bring back manufacturing really well obama said you'd need a miracle to bring back manufacturing i brought back 650,000 jobs he said you'd need	0	0	1.0
MCDT206202010_part13	2020-06-20	they fly over and the kids throw the hats in the air it's beautiful it really is it was a beautiful day and we're all finished i was on the stage for hours hours sun i came home i had a nice tan meaning i had a nice sunburn the sun's gone right like that but i make this speech i salute for probably an hour and a half maybe more but around that watch if i'm off by two minutes they'll say he exaggerated it was only an hour and 25 minutes he exaggerated he lied he lied he's a liar these people are sick the fake news so then i finish saluting my final salute i said thank goodness thank you very much think of it so essentially almost 600 times now the general says sir are you ready i said i'm ready general where are we going now you have to understand i left early in the morning to get there now it's sort of late in the afternoon a lot of these fakers were with us so they know he said sir we can now leave the stage i said great general let's go i'll follow you and he goes like this right here sir and i walked off the stage was higher than this one and the ramp was probably 10 yards long i say general now you got to understand i have the whole corps of cadets looking at me and i want them	0	0	1.0
CSPANDT301202034_part3	2020-01-30	hard time just think of the song ymca is ist is a massive win for iowa workers and farmers it creates fairness with canada with mexico probably the biggest reason iran is the unfair trade i have seen one after one china mexico canada japan south korea we have made all of these deals and we have plenty left over europe is next i wanted to finish china before we started on europe i like to do them one at a time i am a very organized person weeks ago we signed a terrific new trade agreement with china that will boost american agriculture by 50 billion every year and many other businesses like manufacturing banking finance i have a place in my heart for the farmers i saw the ambassador who was in charge who was fantastic he was getting ready for the final deal i asked sonny perdue what is the biggest number that china has ever done with the farmers he said 16 billion they targeted you now we are friends with china maybe we have never had a better relationship we are working with them very closely on the coronavirus we only have five people hopefully everything will be great they have somewhat of a problem hopefully it will all be great we are working with china and other countries very closely it is something we have to be very careful with i said to sonny perdue secretary of agriculture you are targeted i don't blame	1	1	1.58
VSDT1652019501_part3	2019-05-16	and commerce it's the most heavily traded monetarily border anywhere in the world and it's not even close to make certain that we are constantly making the upgrades we need our proposal creates a permanent and self sustaining border security trust fund this will be financed by the fees and revenues generated at the border crossings itself importantly we're already building the wall and we should have close to 400 miles built by the end of next year and probably even more than that it's going up very rapidly applause and i want to thank the army corps of engineers they're doing a fantastic job on the wall and that's a wall that is desperately needed as we close the gaps in our physical framework we must also close the gaps in our legal framework critical to ending the border crisis is removing all incentives for smuggling women and children current law applause that's right that's right women and children people have no idea how bad it is unless you're there and unless you are a member of law enforcement they see it every day and they can't believe what they see current law and federal court rulings encourage criminal organizations to smuggle children across the border the tragic result is that 65 percent of all border crossers this year were either minors or adults traveling with minors our plan will change the law to stop the flood of child smuggling and to humanely reunite unaccompanied children with their families	0	0	1.0
MCDT19120210_part3	2021-01-19	just waiting to be scaled i knew the potential for our nation was boundless as long as we put america first so i left behind my former life and stepped into a very difficult arena but an arena nevertheless with all sorts of potential if properly done america had given me so much and i wanted to give something back together with millions of hardworking patriots across this land we built the greatest political movement in the history of our country we also built the greatest economy in the history of the world it was about america first because we all wanted to make america great again we restored the principle that a nation exists to serve its citizens our agenda was not about right or left it wasn't about republican or democrat but about the good of a nation and that means the whole nation with the support and prayers of the american people we achieved more than anyone thought possible nobody thought we could even come close we passed the largest package of tax cuts and reforms in american history we slashed more job killing regulations than any administration had ever done before we fixed our broken trade deals withdrew from the horrible trans pacific partnership and the impossible paris climate accord renegotiated the one sided south korea deal and we replaced nafta with the groundbreaking usmca that's mexico and canada a deal that's worked out very very well also and very importantly we imposed historic and monumental	0	0	1.0
CSPANDT236202046_part12	2020-06-23	about it ten years is a long time to spend in prison so our heroes are not a source of shame they are an example and something that you can all look up to a true example of greatness a point of pride and we will honor them and cherish them forever we will cherish them and we have to cherish our past we have to cherish good or bad we have to understand our past we have to understand our history because if we don't know our history it could all happen again we have to know our history we believe in law and order we support the men and women of law enforcement and we stand with the citizens in every city and every community and every part of our country who wish to live in safety security dignity and peace and we know that american patriots don't bow down to foreign powers we don't back down from left wing bullies and the only authority we worship is our god these are the values our country was built upon these are the values that unite our citizens and these are the values that powered our civilization to its towering heights lifting billions from poverty healing disease curing illness and reaching new summits of scientific endeavor artistic triumph and human achievement guided by these timeless convictions my administration has been delivering historic gains for the american people like no one has ever done in the first three and a	0	0	1.0
CSPANDT309202075_part13	2020-09-30	i will tell you we have some incredible congressional candidates we have to get nancy pelosi the hell out of there we have some candidates tyler kershner where's tyler i hear great things a man with the greatest name in politics lacey johnson great guy great guy and somebody who will help us a lot along with tyler and lacey michelle thank you we will be working with you and they all have my total endorsement i said who is she she and the senate jason lewis very cute jason a great job you're doing we have to get them all in thank you tommy and michael he makes more thank you michael he likes these rallies and we like him a 96 year old world war ii veteran dr john ringsred whoa look at you whoa you look great john wow you look good handsom handsome after years of rebuilding nations we are finally rebuilding our nation in two thousand 17 i signed a very historic executive in 20 17 i signed a very historic executive order in order to buy american and higher american have you ever seen biden i have been doing this for a long time copies my campaign our plans he copies a lot he invested two point 5 trillion in the military 2.5 trillion in the military no country no country has ever come close of the kind of firepower we have hope to god we never have to use it we have firepower	0	0	1.0
